ID,PHASE,DOMAIN,REQUIREMENT,CURRENT_SOURCE,CURRENT_VALIDATION,CURRENT_EXTERNAL_GATE,CURRENT_IMPLEMENTATION_GAP,OWNER,FILES,DEPENDENCIES,IMPLEMENTATION_ACTION,TEST_ACTION,EVIDENCE_ACTION,FINAL_STATUS
PCA-ADD-PA-024,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql | backend/src/platformadmin/entitlements/PlatformAdminEntitlementService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-025,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-026,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/platformadmin/entitlements/PlatformAdminEntitlementService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-027,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts; backend/src/entitlements/slots/SlotReservationService.ts; backend/src/entitlements/slots/MySqlSlotReservationRepository.ts; backend/src/invitation/InvitationService.ts; backend/src/enrollment/EnrollmentCoordinator.ts; backend/src/http/routes/invitationRoutes.ts; backend/src/main.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-028,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-029,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/familycommercial/FamilyCommercialService.ts; backend/src/entitlements/types.ts | backend/src/familycommercial/FamilyCommercialService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-030,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql | backend/src/entitlements/requests/ChangeRequestService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-031,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-032,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/requests/ChangeRequestService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-033,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/requests/ChangeRequestService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-034,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/EntitlementRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-035,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-036,PCA-PA-2; PCA-BILL-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/slots/SlotReservationService.ts; backend/src/enrollment/EnrollmentCoordinator.ts; backend/src/main.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-037,PCA-PA-2; PCA-BILL-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-038,PCA-PA-2; PCA-BILL-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-039,PCA-PA-2; PCA-BILL-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-040,PCA-PA-2; PCA-BILL-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-041,PCA-PA-4,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,OBSERVABILITY_PIPELINE,,WS-19 ADDENDUM-002,backend/src/platformadmin/readmodels/DashboardReadModel.ts; backend/src/http/routes/platformadmin/dashboardRoutes.ts,OBSERVABILITY_PIPELINE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-ADD-PA-042,PCA-PA-4,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/platformadmin/readmodels/DashboardReadModel.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-043,PCA-PA-3,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (5 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/http/routes/platformadmin/settingsRoutes.ts; backend/src/platformadmin/settings/PlatformAdminSettingsService.ts; backend/src/platformadmin/settings/PlatformAdminSettingsRepository.ts; backend/src/platformadmin/settlement/PlatformAdminSettlementService.ts; backend/src/entitlements/EntitlementRepository.ts; backend/src/billing/currency.ts; backend/src/billing/market.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-044,PCA-PA-3,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/http/routes/platformadmin/settlementRoutes.ts; backend/src/platformadmin/settlement/PlatformAdminSettlementService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-045,PCA-PA-1,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/platformadmin/audit/types.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-046,PCA-PA-1,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/platformadmin/audit/types.ts; backend/src/platformadmin/audit/MySqlPlatformAdminAuditRepository.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-047,PCA-MYKIDS-BILL-1,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/auth/fastifyAuthPlugin.ts; backend/src/http/routes/familyCommercialRoutes.ts; parent-web/src/api/real/realBillingClient.ts; parent-web/src/api/client.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-048,PCA-PA-1,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,tooling/release/ValidateR3EvidenceDiscipline.mjs; tooling/release/ValidateExternalGateParity.mjs; tooling/release/Invoke-ReleaseGateCheck.ps1,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-049,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/payment/PaymentConfirmationPort.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-050,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/src/entitlements/requests/ChangeRequestService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-ADD-PA-054,PCA-PA-2,Addendum 002 platform administration,Normative text in docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,backend/migrations/0006_platform_entitlements_enrollment_limits.sql | backend/src/entitlements/requests/ChangeRequestService.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-AI-001,PCA-14,AI,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,CLOUD_AI_OWNER_DECISION,Gated: CLOUD_AI_OWNER_DECISION,WS-14 PCA-14,"ios/PCA/AI/ClassifierRuntimeBoundary.swift (ClassifierRuntime protocol; CoreMLClassifierRuntime.classify(inputDigest:) now `throws ClassifierRuntimeError` instead of the prior round's fatalError -- ClassifierRuntimeError.modelSchemaNotWired carries a real, honest error description at line ~62 rather than crashing the process)",CLOUD_AI_OWNER_DECISION,DEFERRED_EXTERNAL_GATE (CLOUD_AI_OWNER_DECISION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-AND-001,PCA-2,Android,Normative text in docs/architecture/06_ANDROID_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/platform/StandardDevicePolicyCapabilitySource.kt:17-18 (dpm.isDeviceOwnerApp/isProfileOwnerApp queried live not cached),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-AND-002,PCA-2,Android,Normative text in docs/architecture/06_ANDROID_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/runtime/background/UsageIngestionWorker.kt; android/app/src/main/java/org/pca/app/runtime/background/BackgroundExecutionScheduler.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt:179,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-AND-003,PCA-2,Android,Normative text in docs/architecture/06_ANDROID_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,"android/app/src/main/java/org/pca/app/runtime/schedule/EmergencyAccessFloor.kt (new: unconditional, first-line, signature/validity-independent floor for the telephony system package) + ScheduleEvaluator.kt:31-36 (checked before any policy field is read)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-AND-003A,PCA-3,Android,Normative text in docs/architecture (see doc 32),SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION; REAL_DEVICE_TELEPHONY_SMS_UAT,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicy.kt; android/app/src/main/java/org/pca/app/runtime/schedule/EmergencyAccessFloor.kt; android/app/src/main/java/org/pca/app/runtime/schedule/AndroidCommunicationSurfaceResolver.kt; android/app/src/main/java/org/pca/app/runtime/communication/AndroidTelephonyCallStateObserver.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumer.kt; android/app/src/main/java/org/pca/app/runtime/schedule/AndroidDevicePolicyPackageSuspensionExecutor.kt,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION; REAL_DEVICE_TELEPHONY_SMS_UAT,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-DATA-001,PCA-12,Data/retention,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (5 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE,,WS-12 PCA-12,"backend/src/retention/deleteNow.ts; backend/src/retention/DeleteNowLedger.ts, InMemoryDeleteNowLedger.ts; backend/src/http/routes/retentionRoutes.ts (idempotent delete-now intake + audit); android/app/src/main/java/org/pca/app/persistence/retention/DeleteNowCoordinator.kt; backend/src/retention/deleteNow.ts; backend/src/retention/DeleteNowLedger.ts; backend/src/retention/InMemoryDeleteNowLedger.ts; backend/src/http/routes/retentionRoutes.ts",PRODUCTION_CRYPTO_SUITE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-DATA-002,PCA-12,Data/retention,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,NOT_APPLICABLE,N/A,,See matrix notes,WS-12 PCA-12,,,NONE (not applicable),NONE,NONE,NOT_APPLICABLE
PCA-DATA-010,PCA-17,Data/retention,Normative text in docs/architecture/10_DATA_MODEL_LOCAL_STORAGE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,"backend/migrations/0001_mysql_baseline.sql through 0015 (central-service schema contains only opaque/config/commercial entities, no activity tables); backend/test/db/schema-privacy.mysql.test.mjs enforces this as a regression guard",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-DATA-011,PCA-17,Data/retention,Normative text in docs/architecture/10_DATA_MODEL_LOCAL_STORAGE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,backend/test/db/schema-privacy.mysql.test.mjs; backend/test/schema-privacy.test.mjs; backend/test/db/billingCoreSchemaPrivacy.mysql.test.mjs,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-DATA-012,PCA-17,Data/retention,Normative text in docs/architecture/10_DATA_MODEL_LOCAL_STORAGE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,"backend/migrations/0001_mysql_baseline.sql:56 (family_id CHAR(36), opaque UUID, no name/PII column); enrollment_invitations/device tables use UUID-style opaque IDs throughout",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-DATA-013,PCA-12,Data/retention,Normative text in docs/architecture/10_DATA_MODEL_LOCAL_STORAGE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,"backend/src/retention/policy.ts (AUDIT_RETENTION_FLOOR_MONTHS = 12); backend/src/retention/engine.ts (auditRetentionFloor = max(generalMonths, 12))",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-DATA-014,PCA-0,Data/retention,Normative text in docs/architecture/10_DATA_MODEL_LOCAL_STORAGE.md,NOT_APPLICABLE,N/A,,See matrix notes,WS-01 PCA-0,,,NONE (not applicable),NONE,NONE,NOT_APPLICABLE
PCA-DATA-020,PCA-12,Data/retention,Normative text in docs/architecture/11_DATA_RETENTION_DELETION.md,SOURCE_COMPLETE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,backend/src/retention/deletionStateMachine.ts; backend/src/retention/engine.ts; android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; backend/src/retention/types.ts; backend/src/retention/engine.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-DATA-021,PCA-12; PCA-13,Data/retention,Normative text in docs/architecture/11_DATA_RETENTION_DELETION.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,android/app/src/main/java/org/pca/app/persistence/entity/ParentActionAuditEntity.kt; android/app/src/main/java/org/pca/app/persistence/entity/TamperEventEntity.kt; android/app/src/main/java/org/pca/app/persistence/dao/ParentActionAuditDao.kt; android/app/src/main/java/org/pca/app/persistence/dao/TamperEventDao.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
